,cash_or_card,city,latitude,longitude,product_category,sale,segment,timestamp
2306,card,cork,51.9038975764,-8.4627095766,Fruits,10.0,Grocery,2019-05-16 06:21:01.628117+00:00
2307,cash,Dublin,53.33482844,-6.265382767,Cell Phones,1071.0,Technology,2019-05-16 06:21:01.752937+00:00
2308,card,Dublin,53.34577029,-6.260741204,Chinese,16.0,Restaurants,2019-05-16 06:21:02.580392+00:00
2309,card,cork,51.885823419,-8.4998747297,Women,-23.2089188309881,Apparel,2019-05-16 06:21:02.657503+00:00
2310,card,Dublin,53.34104558,-6.26260668,Kids and Babies,14.5466569528526,Apparel,2019-05-16 06:21:03.404821+00:00
2311,cash,cork,51.8861615409,-8.4843940701,Kids and Babies,24.0908473162739,Apparel,2019-05-16 06:21:03.682901+00:00
2312,card,Dublin,53.343893,-6.280531,Indian,32.0,Restaurants,2019-05-16 06:21:04.224261+00:00
2313,card,cork,51.8966575087,-8.4064558663,Women,-23.2089188309881,Apparel,2019-05-16 06:21:04.707130+00:00
2314,card,Dublin,53.34194076,-6.261603534,Chinese,16.0,Restaurants,2019-05-16 06:21:05.051438+00:00
2315,cash,cork,51.9051338423,-8.4993465221,Indian,18.0,Restaurants,2019-05-16 06:21:05.734274+00:00
2316,card,Dublin,53.339434,-6.246548,Leafy Veggies,9.0,Grocery,2019-05-16 06:21:05.872063+00:00
2317,cash,Dublin,53.34601317,-6.25398474,Office Equipment,369.0,Technology,2019-05-16 06:21:06.698111+00:00
2318,card,cork,51.8792389222,-8.5247479677,Women,-23.2089188309881,Apparel,2019-05-16 06:21:06.763406+00:00
2319,cash,Dublin,53.33728289,-6.250061989,Meat,16.0,Grocery,2019-05-16 06:21:07.524258+00:00
2320,card,cork,51.9011296372,-8.4706850081,Women,-23.2089188309881,Apparel,2019-05-16 06:21:07.794415+00:00
2321,cash,Dublin,53.346874,-6.272976,Indian,32.0,Restaurants,2019-05-16 06:21:08.352880+00:00
2322,card,cork,51.9011296372,-8.4706850081,Men,36.9078601664056,Apparel,2019-05-16 06:21:08.833366+00:00
2323,cash,Dublin,53.343565,-6.275071,Cell Phones,1071.0,Technology,2019-05-16 06:21:09.197967+00:00
2324,cash,cork,51.8978397994,-8.4011245864,Korean,27.0,Restaurants,2019-05-16 06:21:09.878400+00:00
2325,cash,Dublin,53.3428119,-6.262051463,Men,82.4936154318227,Apparel,2019-05-16 06:21:10.040853+00:00
2326,cash,Dublin,53.33420699,-6.290507019,Women,62.3162436686446,Apparel,2019-05-16 06:21:10.867416+00:00
2327,cash,cork,51.8965790981,-8.4088337915,Chinese,30.0,Restaurants,2019-05-16 06:21:10.904639+00:00
2328,card,Dublin,53.35264945,-6.261105984,Laptops,1313.0,Technology,2019-05-16 06:21:11.689838+00:00
2329,cash,cork,51.9072211192,-8.4532674916,Indian,18.0,Restaurants,2019-05-16 06:21:11.932945+00:00
2330,card,Dublin,53.34995172,-6.251509041,Women,62.3162436686446,Apparel,2019-05-16 06:21:12.521725+00:00
2331,cash,cork,51.8967831261,-8.4758510166,Japanese,29.0,Restaurants,2019-05-16 06:21:12.962545+00:00
2332,cash,Dublin,53.353462,-6.265305,Indian,32.0,Restaurants,2019-05-16 06:21:13.350464+00:00
2333,card,cork,51.9045930018,-8.50603863,Korean,27.0,Restaurants,2019-05-16 06:21:13.992653+00:00
2334,card,Dublin,53.3450113,-6.263536066,Cell Phones,1071.0,Technology,2019-05-16 06:21:14.176225+00:00
2335,cash,Dublin,53.34257811,-6.271794587,Cell Phones,1071.0,Technology,2019-05-16 06:21:15.004016+00:00
2336,cash,cork,51.9050943009,-8.5118696981,Chinese,30.0,Restaurants,2019-05-16 06:21:15.021689+00:00
2337,cash,Dublin,53.340714,-6.308191,Men,82.4936154318227,Apparel,2019-05-16 06:21:15.834440+00:00
2338,card,cork,51.9104984345,-8.4969825497,Meat,5.0,Grocery,2019-05-16 06:21:16.043980+00:00
2339,cash,Dublin,53.34365901,-6.261555254,Home Appliances,139.0,Technology,2019-05-16 06:21:16.655460+00:00
2340,card,cork,51.8911178614,-8.4540080113,Mexican,16.0,Restaurants,2019-05-16 06:21:17.067347+00:00
2341,cash,Dublin,53.34248363,-6.2644279,Fruits,8.0,Grocery,2019-05-16 06:21:17.480138+00:00
2342,cash,cork,51.8996418545,-8.4702156613,Women,-23.2089188309881,Apparel,2019-05-16 06:21:18.092999+00:00
2343,cash,Dublin,53.33960508,-6.265754253,Women,62.3162436686446,Apparel,2019-05-16 06:21:18.301088+00:00
2344,cash,Dublin,53.34472227,-6.268506199,Women,62.3162436686446,Apparel,2019-05-16 06:21:19.120061+00:00
2345,card,cork,51.8867673978,-8.4620895624,Korean,27.0,Restaurants,2019-05-16 06:21:19.118914+00:00
2346,cash,Dublin,53.34738591,-6.253649443,Cell Phones,1071.0,Technology,2019-05-16 06:21:19.940150+00:00
2347,card,cork,51.901497414,-8.4580607109,Indian,18.0,Restaurants,2019-05-16 06:21:20.144361+00:00
2348,cash,Dublin,53.33501182,-6.26537472,Cell Phones,1071.0,Technology,2019-05-16 06:21:20.759904+00:00
2349,card,cork,51.8816907563,-8.4518960779,Japanese,29.0,Restaurants,2019-05-16 06:21:21.172150+00:00
2350,cash,Dublin,53.34796313,-6.26718387,Office Equipment,369.0,Technology,2019-05-16 06:21:21.580421+00:00
2351,card,cork,51.9104984345,-8.4969825497,Fruits,10.0,Grocery,2019-05-16 06:21:22.199151+00:00
2352,cash,Dublin,53.3508299,-6.264808774,Cell Phones,1071.0,Technology,2019-05-16 06:21:22.406341+00:00
2353,card,cork,51.882228993,-8.4573595316,Japanese,29.0,Restaurants,2019-05-16 06:21:23.223081+00:00
2354,card,Dublin,53.358437,-6.260641,Indian,32.0,Restaurants,2019-05-16 06:21:23.228193+00:00
2355,cash,Dublin,53.34999014,-6.268060952,Laptops,1313.0,Technology,2019-05-16 06:21:24.056300+00:00
2356,card,cork,51.8843097773,-8.5259330821,Meat,5.0,Grocery,2019-05-16 06:21:24.245606+00:00
2357,cash,Dublin,53.330091,-6.268044,Women,62.3162436686446,Apparel,2019-05-16 06:21:24.879980+00:00
2358,cash,cork,51.889164131,-8.5055168144,Indian,18.0,Restaurants,2019-05-16 06:21:25.268762+00:00
2359,cash,Dublin,53.3399558,-6.260423362,Leafy Veggies,9.0,Grocery,2019-05-16 06:21:25.698236+00:00
2360,card,cork,51.892203939,-8.4427313445,Meat,5.0,Grocery,2019-05-16 06:21:26.293522+00:00
2361,card,Dublin,53.34717936,-6.257368326,Chinese,16.0,Restaurants,2019-05-16 06:21:26.518895+00:00
2362,cash,cork,51.8795993673,-8.5164023217,Chinese,30.0,Restaurants,2019-05-16 06:21:27.317119+00:00
2363,cash,Dublin,53.34997173,-6.267641187,Office Equipment,369.0,Technology,2019-05-16 06:21:27.340481+00:00
2364,cash,Dublin,53.34846989,-6.268814653,Cell Phones,1071.0,Technology,2019-05-16 06:21:28.161633+00:00
2365,card,cork,51.8808789071,-8.4742518139,Meat,5.0,Grocery,2019-05-16 06:21:28.340214+00:00
2366,cash,Dublin,53.34846509,-6.295009106,Laptops,1313.0,Technology,2019-05-16 06:21:28.984512+00:00
2367,cash,cork,51.8792389222,-8.5247479677,Women,-23.2089188309881,Apparel,2019-05-16 06:21:29.364272+00:00
2368,card,Dublin,53.33771531,-6.251306534,Office Equipment,369.0,Technology,2019-05-16 06:21:29.806671+00:00
2369,cash,cork,51.8956741454,-8.5047618178,Chinese,30.0,Restaurants,2019-05-16 06:21:30.386218+00:00
2370,cash,Dublin,53.34301848,-6.238718927,Women,62.3162436686446,Apparel,2019-05-16 06:21:30.628782+00:00
2371,card,cork,51.905830725,-8.4616259467,Food Grains,5.0,Grocery,2019-05-16 06:21:31.408156+00:00
2372,card,Dublin,53.350974,-6.25294,Cell Phones,1071.0,Technology,2019-05-16 06:21:31.452300+00:00
2373,card,Dublin,53.3400639,-6.261174381,Indian,32.0,Restaurants,2019-05-16 06:21:32.272768+00:00
2374,cash,cork,51.9045930018,-8.50603863,Korean,27.0,Restaurants,2019-05-16 06:21:32.435083+00:00
2375,card,Dublin,53.3537389,-6.258886456,Cell Phones,1071.0,Technology,2019-05-16 06:21:33.094866+00:00
2376,card,cork,51.9010311954,-8.4853683622,Cell Phones,996.0,Technology,2019-05-16 06:21:33.460074+00:00
2377,cash,Dublin,53.348279,-6.254662,Mexican,22.0,Restaurants,2019-05-16 06:21:33.918219+00:00
2378,card,cork,51.8985977415,-8.4767284696,Cell Phones,996.0,Technology,2019-05-16 06:21:34.485056+00:00
2379,cash,Dublin,53.34194797,-6.263821721,Women,62.3162436686446,Apparel,2019-05-16 06:21:34.740337+00:00
2380,card,cork,51.888742957,-8.5171278942,Kids and Babies,24.0908473162739,Apparel,2019-05-16 06:21:35.512338+00:00
2381,cash,Dublin,53.34610495,-6.271288991,Korean,15.0,Restaurants,2019-05-16 06:21:35.563004+00:00
2382,card,Dublin,53.3473715,-6.255120635,Mexican,22.0,Restaurants,2019-05-16 06:21:36.390545+00:00
2383,cash,cork,51.8947358947,-8.4621738814,Home Appliances,12.0,Technology,2019-05-16 06:21:36.541983+00:00
2384,cash,Dublin,53.35209391,-6.26068756,Office Equipment,369.0,Technology,2019-05-16 06:21:37.218805+00:00
2385,card,cork,51.9045488491,-8.423441282,Indian,18.0,Restaurants,2019-05-16 06:21:37.572860+00:00
2386,cash,Dublin,53.339983,-6.295594,Women,62.3162436686446,Apparel,2019-05-16 06:21:38.043490+00:00
2387,cash,cork,51.9120555608,-8.4232325383,Chinese,30.0,Restaurants,2019-05-16 06:21:38.606536+00:00
2388,card,Dublin,53.33630513,-6.265522242,Cell Phones,1071.0,Technology,2019-05-16 06:21:38.872225+00:00
2389,cash,cork,51.8846093608,-8.4590064839,Home Appliances,12.0,Technology,2019-05-16 06:21:39.634198+00:00
2390,card,Dublin,53.34738591,-6.253649443,Laptops,1313.0,Technology,2019-05-16 06:21:39.702448+00:00
2391,card,Dublin,53.35440329,-6.256611943,Laptops,1313.0,Technology,2019-05-16 06:21:40.529990+00:00
2392,card,cork,51.8943180547,-8.3956114959,Japanese,29.0,Restaurants,2019-05-16 06:21:40.664692+00:00
2393,card,Dublin,53.35003097,-6.267299205,Cell Phones,1071.0,Technology,2019-05-16 06:21:41.356079+00:00
2394,card,cork,51.8973622334,-8.4743145998,Fruits,10.0,Grocery,2019-05-16 06:21:41.691022+00:00
2395,card,Dublin,53.35038881,-6.266094893,Women,62.3162436686446,Apparel,2019-05-16 06:21:42.184454+00:00
2396,cash,cork,51.908442746,-8.4838934301,Women,-23.2089188309881,Apparel,2019-05-16 06:21:42.717603+00:00
2397,cash,Dublin,53.34573587,-6.26025036,Cell Phones,1071.0,Technology,2019-05-16 06:21:43.010281+00:00
2398,cash,cork,51.9009437069,-8.4831602518,Chinese,30.0,Restaurants,2019-05-16 06:21:43.745825+00:00
2399,card,Dublin,53.34860279,-6.259725988,Indian,32.0,Restaurants,2019-05-16 06:21:43.836373+00:00
2400,card,Dublin,53.34308013,-6.263179332,Women,62.3162436686446,Apparel,2019-05-16 06:21:44.662655+00:00
2401,card,cork,51.9174038792,-8.4724804308,Men,36.9078601664056,Apparel,2019-05-16 06:21:44.773915+00:00
2402,cash,Dublin,53.35443291,-6.263313442,Kids and Babies,14.5466569528526,Apparel,2019-05-16 06:21:45.489064+00:00
2403,cash,cork,51.8804306761,-8.4709828119,Home Appliances,12.0,Technology,2019-05-16 06:21:45.802848+00:00
2404,cash,Dublin,53.34610495,-6.271288991,Chinese,16.0,Restaurants,2019-05-16 06:21:46.316735+00:00
2405,card,cork,51.8923951022,-8.4755477431,Leafy Veggies,3.0,Grocery,2019-05-16 06:21:46.834742+00:00
2406,card,Dublin,53.34523708,-6.265716702,Leafy Veggies,9.0,Grocery,2019-05-16 06:21:47.142477+00:00
2407,cash,cork,51.9092349293,-8.4327528812,Chinese,30.0,Restaurants,2019-05-16 06:21:47.864451+00:00
2408,card,Dublin,53.34482395,-6.238179803,Mexican,22.0,Restaurants,2019-05-16 06:21:47.971448+00:00
2409,card,Dublin,53.34132102,-6.257915497,Women,62.3162436686446,Apparel,2019-05-16 06:21:48.800285+00:00
2410,cash,cork,51.8937647569,-8.4564909579,Meat,5.0,Grocery,2019-05-16 06:21:48.894555+00:00
2411,card,Dublin,53.33552355,-6.250543445,Cell Phones,1071.0,Technology,2019-05-16 06:21:49.646575+00:00
2412,cash,cork,51.9026603257,-8.5087302923,Japanese,29.0,Restaurants,2019-05-16 06:21:49.924388+00:00
2413,cash,Dublin,53.33630513,-6.265522242,Laptops,1313.0,Technology,2019-05-16 06:21:50.475048+00:00
2414,card,cork,51.9045202464,-8.4890565227,Meat,5.0,Grocery,2019-05-16 06:21:50.952265+00:00
2415,cash,Dublin,53.33847123,-6.292895526,Indian,32.0,Restaurants,2019-05-16 06:21:51.302873+00:00
2416,card,cork,51.9096559934,-8.4243529761,Korean,27.0,Restaurants,2019-05-16 06:21:51.987851+00:00
2417,card,Dublin,53.343565,-6.275071,Laptops,1313.0,Technology,2019-05-16 06:21:52.131262+00:00
2418,cash,Dublin,53.343565,-6.275071,Cell Phones,1071.0,Technology,2019-05-16 06:21:52.958086+00:00
2419,card,cork,51.881583628,-8.5192293241,Korean,27.0,Restaurants,2019-05-16 06:21:53.020575+00:00
2420,cash,Dublin,53.356299,-6.258586,Men,82.4936154318227,Apparel,2019-05-16 06:21:53.783903+00:00
2421,cash,cork,51.8861615409,-8.4843940701,Men,36.9078601664056,Apparel,2019-05-16 06:21:54.047870+00:00
2422,cash,Dublin,53.35812925,-6.269145906,Leafy Veggies,9.0,Grocery,2019-05-16 06:21:54.610755+00:00
2423,cash,cork,51.8964683968,-8.4270000225,Indian,18.0,Restaurants,2019-05-16 06:21:55.076331+00:00
2424,cash,Dublin,53.33578381,-6.265365332,Men,82.4936154318227,Apparel,2019-05-16 06:21:55.438060+00:00
2425,card,cork,51.9054426422,-8.4759064633,Korean,27.0,Restaurants,2019-05-16 06:21:56.099870+00:00
2426,card,Dublin,53.34829617,-6.296098083,Women,62.3162436686446,Apparel,2019-05-16 06:21:56.265127+00:00
2427,cash,Dublin,53.340714,-6.308191,Men,82.4936154318227,Apparel,2019-05-16 06:21:57.090909+00:00
2428,cash,cork,51.8827935613,-8.4799437075,Laptops,1245.0,Technology,2019-05-16 06:21:57.130894+00:00
2429,card,Dublin,53.34931769,-6.277897954,Indian,32.0,Restaurants,2019-05-16 06:21:57.916236+00:00
2430,card,cork,51.9092349293,-8.4327528812,Chinese,30.0,Restaurants,2019-05-16 06:21:58.155854+00:00
2431,cash,Dublin,53.347777,-6.244239,Cell Phones,1071.0,Technology,2019-05-16 06:21:58.742890+00:00
2432,card,cork,51.908442746,-8.4838934301,Men,36.9078601664056,Apparel,2019-05-16 06:21:59.184553+00:00
2433,card,Dublin,53.34105679,-6.262814552,Cell Phones,1071.0,Technology,2019-05-16 06:21:59.576306+00:00
2434,cash,cork,51.9098714743,-8.4736762197,Food Grains,5.0,Grocery,2019-05-16 06:22:00.213302+00:00
2435,cash,Dublin,53.34308013,-6.263179332,Women,62.3162436686446,Apparel,2019-05-16 06:22:00.402898+00:00
2436,cash,Dublin,53.337824,-6.256035,Laptops,1313.0,Technology,2019-05-16 06:22:01.231470+00:00
2437,cash,cork,51.8972712676,-8.4825835033,Meat,5.0,Grocery,2019-05-16 06:22:01.244103+00:00
2438,cash,Dublin,53.34525232,-6.26120358,Kids and Babies,14.5466569528526,Apparel,2019-05-16 06:22:02.058727+00:00
2439,card,cork,51.901191514,-8.4663235798,Korean,27.0,Restaurants,2019-05-16 06:22:02.273663+00:00
2440,card,Dublin,53.347477,-6.28525,Cell Phones,1071.0,Technology,2019-05-16 06:22:02.888458+00:00
2441,cash,cork,51.8973854024,-8.4363725536,Meat,5.0,Grocery,2019-05-16 06:22:03.304298+00:00
2442,card,Dublin,53.341288,-6.258117,Laptops,1313.0,Technology,2019-05-16 06:22:03.718732+00:00
2443,cash,cork,51.9029100661,-8.471739329,Fruits,10.0,Grocery,2019-05-16 06:22:04.338336+00:00
2444,card,Dublin,53.33424783,-6.265138686,Cell Phones,1071.0,Technology,2019-05-16 06:22:04.546562+00:00
2445,cash,cork,51.887795469,-8.4747720401,Kids and Babies,24.0908473162739,Apparel,2019-05-16 06:22:05.370285+00:00
2446,card,Dublin,53.347884,-6.248048,Cell Phones,1071.0,Technology,2019-05-16 06:22:05.372827+00:00
2447,cash,Dublin,53.34799275,-6.262656301,Cell Phones,1071.0,Technology,2019-05-16 06:22:06.202139+00:00
2448,card,cork,51.8963565392,-8.4856811832,Chinese,30.0,Restaurants,2019-05-16 06:22:06.396628+00:00
2449,card,Dublin,53.338776,-6.30395,Laptops,1313.0,Technology,2019-05-16 06:22:07.023245+00:00
2450,cash,cork,51.8812463261,-8.4717389572,Japanese,29.0,Restaurants,2019-05-16 06:22:07.422615+00:00
2451,cash,Dublin,53.35358842,-6.265075654,Laptops,1313.0,Technology,2019-05-16 06:22:07.846896+00:00
2452,card,cork,51.9108419576,-8.4447190699,Chinese,30.0,Restaurants,2019-05-16 06:22:08.453575+00:00
2453,cash,Dublin,53.33894527,-6.244124919,Indian,32.0,Restaurants,2019-05-16 06:22:08.668904+00:00
2454,cash,cork,51.8937647569,-8.4564909579,Meat,5.0,Grocery,2019-05-16 06:22:09.475665+00:00
2455,cash,Dublin,53.35059775,-6.270670742,Cell Phones,1071.0,Technology,2019-05-16 06:22:09.490165+00:00
2456,cash,Dublin,53.35221799,-6.249542981,Japanese,33.0,Restaurants,2019-05-16 06:22:10.322539+00:00
2457,card,cork,51.89333482,-8.4281727329,Leafy Veggies,3.0,Grocery,2019-05-16 06:22:10.500902+00:00
2458,cash,Dublin,53.34532995,-6.239453852,Spices,28.0,Grocery,2019-05-16 06:22:11.147907+00:00
2459,cash,cork,51.8815921845,-8.4515545486,Meat,5.0,Grocery,2019-05-16 06:22:11.529885+00:00
2460,cash,Dublin,53.34102076,-6.263511926,Cell Phones,1071.0,Technology,2019-05-16 06:22:11.973829+00:00
2461,cash,cork,51.8954385128,-8.4749944193,Japanese,29.0,Restaurants,2019-05-16 06:22:12.560016+00:00
2462,card,Dublin,53.350974,-6.25294,Cell Phones,1071.0,Technology,2019-05-16 06:22:12.796130+00:00
2463,cash,cork,51.885823419,-8.4998747297,Women,-23.2089188309881,Apparel,2019-05-16 06:22:13.581599+00:00
2464,cash,Dublin,53.33621064,-6.265275478,Indian,32.0,Restaurants,2019-05-16 06:22:13.618337+00:00
2465,card,Dublin,53.34577029,-6.260741204,Indian,32.0,Restaurants,2019-05-16 06:22:14.440773+00:00
2466,cash,cork,51.8822591342,-8.4714386521,Leafy Veggies,3.0,Grocery,2019-05-16 06:22:14.610903+00:00
2467,card,Dublin,53.34728023,-6.257043779,Cell Phones,1071.0,Technology,2019-05-16 06:22:15.262192+00:00
2468,card,cork,51.9060465941,-8.4808599884,Leafy Veggies,3.0,Grocery,2019-05-16 06:22:15.633909+00:00
2469,card,Dublin,53.357043,-6.263232,Home Appliances,139.0,Technology,2019-05-16 06:22:16.082428+00:00
2470,card,cork,51.9072211192,-8.4532674916,Chinese,30.0,Restaurants,2019-05-16 06:22:16.657124+00:00
2471,card,Dublin,53.33482844,-6.265382767,Home Appliances,139.0,Technology,2019-05-16 06:22:16.904514+00:00
2472,card,cork,51.8893022786,-8.459466216,Chinese,30.0,Restaurants,2019-05-16 06:22:17.678933+00:00
2473,cash,Dublin,53.35055212,-6.271338612,Cell Phones,1071.0,Technology,2019-05-16 06:22:17.728542+00:00
2474,card,Dublin,53.33563406,-6.265334487,Kids and Babies,14.5466569528526,Apparel,2019-05-16 06:22:18.548818+00:00
2475,cash,cork,51.896880904,-8.4783361675,Leafy Veggies,3.0,Grocery,2019-05-16 06:22:18.702405+00:00
2476,card,Dublin,53.34514581,-6.265803874,Korean,15.0,Restaurants,2019-05-16 06:22:19.370086+00:00
2477,cash,cork,51.8852837611,-8.5066041519,Meat,5.0,Grocery,2019-05-16 06:22:19.730216+00:00
2478,cash,Dublin,53.334019,-6.258371,Indian,32.0,Restaurants,2019-05-16 06:22:20.192018+00:00
2479,cash,cork,51.8812463261,-8.4717389572,Chinese,30.0,Restaurants,2019-05-16 06:22:20.753173+00:00
2480,card,Dublin,53.33662064,-6.265439093,Mexican,22.0,Restaurants,2019-05-16 06:22:21.013758+00:00
2481,cash,cork,51.883486148,-8.4592185937,Kids and Babies,24.0908473162739,Apparel,2019-05-16 06:22:21.780545+00:00
2482,cash,Dublin,53.34610495,-6.271288991,Indian,32.0,Restaurants,2019-05-16 06:22:21.838160+00:00
2483,card,Dublin,53.34999014,-6.268060952,Cell Phones,1071.0,Technology,2019-05-16 06:22:22.668305+00:00
2484,cash,cork,51.8964100728,-8.4247327464,Chinese,30.0,Restaurants,2019-05-16 06:22:22.807360+00:00
2485,cash,Dublin,53.356299,-6.258586,Women,62.3162436686446,Apparel,2019-05-16 06:22:23.496095+00:00
2486,cash,cork,51.8867673978,-8.4620895624,Japanese,29.0,Restaurants,2019-05-16 06:22:23.836596+00:00
2487,card,Dublin,53.357043,-6.263232,Cell Phones,1071.0,Technology,2019-05-16 06:22:24.324549+00:00
2488,cash,cork,51.9019926376,-8.4792591265,Korean,27.0,Restaurants,2019-05-16 06:22:24.863155+00:00
2489,card,Dublin,53.347692,-6.278214,Women,62.3162436686446,Apparel,2019-05-16 06:22:25.149510+00:00
2490,card,cork,51.9204120752,-8.4821034881,Office Equipment,630.0,Technology,2019-05-16 06:22:25.892581+00:00
2491,cash,Dublin,53.34194076,-6.261603534,Indian,32.0,Restaurants,2019-05-16 06:22:25.972265+00:00
2492,card,Dublin,53.33561404,-6.265102476,Cell Phones,1071.0,Technology,2019-05-16 06:22:26.797854+00:00
2493,cash,cork,51.8923951022,-8.4755477431,Leafy Veggies,3.0,Grocery,2019-05-16 06:22:26.919007+00:00
2494,card,Dublin,53.34110643,-6.265408248,Women,62.3162436686446,Apparel,2019-05-16 06:22:27.626596+00:00
2495,cash,cork,51.8808438318,-8.5058489966,Chinese,30.0,Restaurants,2019-05-16 06:22:27.951336+00:00
2496,cash,Dublin,53.343565,-6.275071,Cell Phones,1071.0,Technology,2019-05-16 06:22:28.452265+00:00
2497,cash,cork,51.9007229123,-8.4628806507,Japanese,29.0,Restaurants,2019-05-16 06:22:28.976239+00:00
2498,cash,Dublin,53.35051289,-6.265747547,Indian,32.0,Restaurants,2019-05-16 06:22:29.281285+00:00
2499,card,cork,51.9120681784,-8.4895766527,Meat,5.0,Grocery,2019-05-16 06:22:30.006143+00:00
2500,cash,Dublin,53.34690716,-6.29202649,Cell Phones,1071.0,Technology,2019-05-16 06:22:30.109499+00:00
2501,cash,Dublin,53.3381221,-6.253306121,Spices,28.0,Grocery,2019-05-16 06:22:30.948515+00:00
2502,card,cork,51.8930576545,-8.4606181542,Meat,5.0,Grocery,2019-05-16 06:22:31.037644+00:00
2503,cash,Dublin,53.33967315,-6.261083186,Indian,32.0,Restaurants,2019-05-16 06:22:31.778860+00:00
2504,card,cork,51.896880904,-8.4783361675,Meat,5.0,Grocery,2019-05-16 06:22:32.085581+00:00
2505,card,Dublin,53.3472354,-6.278260052,Meat,16.0,Grocery,2019-05-16 06:22:32.610236+00:00
2506,cash,cork,51.8965790981,-8.4088337915,Chinese,30.0,Restaurants,2019-05-16 06:22:33.113891+00:00
2507,card,Dublin,53.33967315,-6.261083186,Indian,32.0,Restaurants,2019-05-16 06:22:33.436917+00:00
2508,card,cork,51.9120935343,-8.4251656364,Spices,18.0,Grocery,2019-05-16 06:22:34.142955+00:00
2509,card,Dublin,53.34944898,-6.277834922,Office Equipment,369.0,Technology,2019-05-16 06:22:34.263617+00:00
2510,cash,Dublin,53.34538679,-6.265047491,Women,62.3162436686446,Apparel,2019-05-16 06:22:35.092147+00:00
2511,cash,cork,51.8833558096,-8.4825639778,Chinese,30.0,Restaurants,2019-05-16 06:22:35.175813+00:00
2512,cash,Dublin,53.34960348,-6.24969855,Cell Phones,1071.0,Technology,2019-05-16 06:22:35.918311+00:00
2513,card,cork,51.8978397994,-8.4011245864,Indian,18.0,Restaurants,2019-05-16 06:22:36.205408+00:00
2514,cash,Dublin,53.350291,-6.273507,Japanese,33.0,Restaurants,2019-05-16 06:22:36.745216+00:00
2515,cash,cork,51.8860890497,-8.406054308,Meat,5.0,Grocery,2019-05-16 06:22:37.235193+00:00
2516,cash,Dublin,53.35165203,-6.252315044,Laptops,1313.0,Technology,2019-05-16 06:22:37.570870+00:00
2517,card,cork,51.908442746,-8.4838934301,Men,36.9078601664056,Apparel,2019-05-16 06:22:38.261970+00:00
2518,cash,Dublin,53.34166909,-6.27478408,Cell Phones,1071.0,Technology,2019-05-16 06:22:38.400478+00:00
2519,cash,Dublin,53.344304,-6.250427,Laptops,1313.0,Technology,2019-05-16 06:22:39.269086+00:00
2520,card,cork,51.8891098617,-8.4928798783,Chinese,30.0,Restaurants,2019-05-16 06:22:39.288562+00:00
2521,cash,Dublin,53.3487581,-6.255112588,Mexican,22.0,Restaurants,2019-05-16 06:22:40.094994+00:00
2522,cash,cork,51.901191514,-8.4663235798,Korean,27.0,Restaurants,2019-05-16 06:22:40.469527+00:00
2523,card,Dublin,53.34573587,-6.26025036,Cell Phones,1071.0,Technology,2019-05-16 06:22:40.922353+00:00
2524,card,cork,51.8851817939,-8.4285363181,Meat,5.0,Grocery,2019-05-16 06:22:41.552951+00:00
2525,cash,Dublin,53.346637,-6.246154,Chinese,16.0,Restaurants,2019-05-16 06:22:41.746995+00:00
2526,cash,cork,51.8996418545,-8.4702156613,Kids and Babies,24.0908473162739,Apparel,2019-05-16 06:22:42.582911+00:00
2527,card,Dublin,53.33592875,-6.263420731,Cell Phones,1071.0,Technology,2019-05-16 06:22:42.577846+00:00
2528,card,Dublin,53.33883157,-6.262134612,Leafy Veggies,9.0,Grocery,2019-05-16 06:22:43.549190+00:00
2529,card,cork,51.8810496597,-8.4446150123,Women,-23.2089188309881,Apparel,2019-05-16 06:22:43.745139+00:00
2530,card,Dublin,53.35059775,-6.270670742,Cell Phones,1071.0,Technology,2019-05-16 06:22:44.374647+00:00
2531,cash,cork,51.8887690863,-8.4422453353,Meat,5.0,Grocery,2019-05-16 06:22:44.775990+00:00
2532,card,Dublin,53.341428,-6.24672,Chinese,16.0,Restaurants,2019-05-16 06:22:45.200128+00:00
2533,card,cork,51.9081991623,-8.4516125515,Meat,5.0,Grocery,2019-05-16 06:22:45.806341+00:00
2534,card,Dublin,53.34494805,-6.249765605,Women,62.3162436686446,Apparel,2019-05-16 06:22:46.029110+00:00
2535,cash,cork,51.9083281616,-8.4559292421,Chinese,30.0,Restaurants,2019-05-16 06:22:46.834337+00:00
2536,card,Dublin,53.34132903,-6.258029491,Chinese,16.0,Restaurants,2019-05-16 06:22:46.863006+00:00
2537,card,Dublin,53.347122,-6.234749,Cell Phones,1071.0,Technology,2019-05-16 06:22:47.686381+00:00
2538,cash,cork,51.8933075512,-8.441114258,Meat,5.0,Grocery,2019-05-16 06:22:47.866404+00:00
2539,cash,Dublin,53.34570624,-6.260680854,Mexican,22.0,Restaurants,2019-05-16 06:22:48.509482+00:00
2540,card,cork,51.8989018972,-8.4622633121,Chinese,30.0,Restaurants,2019-05-16 06:22:48.893248+00:00
2541,card,Dublin,53.35223079,-6.254621744,Kids and Babies,14.5466569528526,Apparel,2019-05-16 06:22:49.336324+00:00
2542,card,cork,51.8916430793,-8.4421294411,Fruits,10.0,Grocery,2019-05-16 06:22:49.920936+00:00
2543,cash,Dublin,53.34612577,-6.293238848,Leafy Veggies,9.0,Grocery,2019-05-16 06:22:50.163157+00:00
